Age,Gender,Education Level,Marital Status,Tenure,Job Role,Department,Salary,Work Location,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Churn
43,female,bachelor's,divorced,11,developer,it,68603,on-site,4,5,23,0,47,0.17,good,209,18,12,6.0,0
43,male,master's,single,7,analyst,sales,88071,remote,2,42,50,0,12,0.44,poor,171,11,11,5.4,0
51,male,high school,married,4,analyst,marketing,89458,on-site,5,36,47,0,29,0.58,average,273,3,2,5.7,0
59,female,master's,single,12,analyst,hr,87936,on-site,5,10,43,0,28,0.01,poor,241,7,21,7.4,0
59,male,bachelor's,married,11,manager,it,142157,remote,2,35,0,0,12,0.15,average,169,2,37,9.3,0
29,female,high school,married,3,manager,it,86919,on-site,1,7,51,0,46,0.65,poor,202,4,13,1.3,0
48,male,high school,married,12,analyst,marketing,131801,on-site,2,23,21,1,18,0.47,average,264,15,35,8.9,0
48,female,high school,single,4,manager,marketing,69487,on-site,2,42,13,1,24,0.26,poor,222,10,48,1.3,0
55,male,master's,married,10,developer,it,95318,on-site,5,9,76,0,45,0.19,average,282,13,47,5.9,0
42,male,high school,married,1,analyst,marketing,70326,on-site,3,42,75,0,40,0.76,average,235,9,44,6.9,0
51,male,bachelor's,married,3,manager,marketing,53880,on-site,5,18,70,0,37,0.5,average,269,14,8,9.8,1
54,male,bachelor's,single,9,analyst,it,84927,on-site,5,23,65,1,12,0.29,average,193,3,3,8.8,0
49,male,bachelor's,single,7,sales,sales,60775,hybrid,5,32,66,0,24,0.34,poor,195,17,0,2.8,0
54,female,master's,single,6,developer,hr,46650,on-site,5,39,39,1,33,0.76,good,159,17,3,1.2,0
26,male,bachelor's,single,11,sales,it,49848,on-site,1,22,35,0,38,0.37,average,284,8,15,5.4,0
40,male,bachelor's,single,7,developer,it,69680,on-site,4,6,76,0,27,0.39,average,253,0,26,6.2,0
25,female,bachelor's,married,13,sales,it,99419,on-site,2,47,57,0,48,0.52,poor,200,8,43,7.4,1
56,female,bachelor's,single,6,analyst,marketing,76626,on-site,2,4,38,1,43,0.06,poor,168,11,21,6.1,0
38,female,master's,married,6,analyst,sales,41859,remote,3,36,93,0,6,0.72,average,292,19,43,2.1,0
49,female,bachelor's,divorced,10,developer,it,55778,remote,1,47,99,0,20,0.09,average,256,2,1,8.7,0
51,male,bachelor's,divorced,6,sales,hr,33847,on-site,3,46,36,0,41,0.89,average,252,16,24,5.1,0
50,female,master's,married,1,developer,hr,31606,on-site,2,24,13,0,24,0.54,good,248,19,15,2.6,0
27,female,bachelor's,single,2,developer,hr,53076,hybrid,3,12,63,0,2,0.94,average,215,17,33,7.5,0
56,female,master's,single,0,manager,sales,101780,remote,5,9,25,0,38,0.4,good,253,1,27,8.3,0
58,male,bachelor's,married,14,analyst,hr,123651,on-site,5,16,39,0,14,0.98,good,194,11,21,9.7,0
45,male,master's,single,1,manager,it,102324,remote,2,39,6,0,35,0.61,average,285,15,9,1.1,0
50,male,high school,single,9,analyst,it,53755,remote,3,13,91,0,16,0.12,poor,168,18,3,2.0,0
52,female,bachelor's,married,5,analyst,hr,76356,on-site,5,10,7,0,44,0.56,poor,218,12,11,9.1,1
56,female,bachelor's,single,1,analyst,sales,71427,remote,1,45,78,0,19,0.05,average,244,12,35,3.7,1
54,female,master's,married,0,developer,hr,92980,remote,1,9,4,0,0,0.44,poor,156,16,48,2.1,0
42,male,phd,married,14,manager,sales,81222,remote,2,46,96,0,20,0.67,average,241,10,21,9.1,0
53,female,bachelor's,married,7,analyst,sales,83944,on-site,4,45,42,0,43,0.13,average,190,2,25,6.9,0
44,female,master's,married,8,analyst,hr,91766,remote,4,40,35,0,12,0.16,good,289,9,18,4.2,0
54,male,bachelor's,single,6,analyst,marketing,135024,on-site,3,29,58,0,0,0.76,poor,200,15,49,5.5,0
24,female,phd,married,2,analyst,it,86216,remote,2,49,99,0,0,0.27,average,279,18,30,9.0,0
39,male,master's,single,0,analyst,marketing,112578,on-site,2,43,2,0,42,0.85,good,154,16,40,7.7,0
46,female,high school,married,3,sales,it,44081,on-site,5,15,61,0,26,0.61,good,271,3,16,5.2,0
52,female,master's,single,12,analyst,hr,91323,remote,5,36,21,0,9,0.55,poor,193,19,34,9.2,0
24,female,bachelor's,married,9,manager,hr,142553,on-site,1,13,21,0,21,0.39,average,160,19,34,9.4,0
45,female,high school,divorced,14,analyst,it,145224,hybrid,1,29,95,0,47,0.96,average,191,0,44,7.4,0
53,female,bachelor's,single,10,manager,marketing,32427,on-site,2,3,37,0,2,0.62,average,182,15,37,8.8,0
43,male,master's,single,2,analyst,it,95503,remote,5,38,49,0,44,0.08,average,276,4,12,6.7,1
44,male,master's,single,14,analyst,sales,95531,on-site,5,2,86,0,28,0.41,poor,214,14,47,7.5,0
23,female,master's,married,10,manager,sales,68890,remote,2,20,52,0,49,0.12,average,162,1,31,8.6,0
48,male,phd,single,2,developer,it,137345,remote,1,21,84,0,19,0.73,average,268,8,1,2.8,0
23,male,master's,married,1,developer,marketing,122285,remote,5,3,3,0,17,0.25,average,250,13,17,1.8,0
47,female,high school,married,10,analyst,hr,60366,remote,4,22,78,0,12,0.02,poor,268,9,41,1.3,0
38,female,bachelor's,married,9,developer,marketing,100460,on-site,3,3,20,0,13,0.99,average,241,19,31,3.3,0
54,male,high school,married,2,analyst,sales,114011,remote,1,5,19,0,0,0.47,good,159,3,0,3.3,1
30,male,high school,single,10,manager,sales,95288,remote,4,37,83,0,31,0.03,good,286,19,30,9.0,1
50,male,bachelor's,single,4,analyst,it,106436,remote,2,48,24,0,15,0.45,average,158,17,46,5.7,0
47,male,bachelor's,married,14,developer,sales,72342,remote,2,24,44,0,20,0.27,poor,185,14,35,4.2,0
56,male,master's,married,3,manager,it,124406,remote,3,1,63,0,26,0.73,average,185,2,17,7.0,0
46,female,master's,single,0,developer,hr,129980,remote,5,32,60,0,21,0.01,average,187,12,33,6.0,0
45,male,bachelor's,single,0,developer,it,87996,remote,4,36,52,0,46,0.14,good,170,13,43,6.6,1
34,male,master's,single,0,developer,it,99939,remote,5,33,94,0,10,0.35,good,244,17,33,4.4,0
28,male,bachelor's,single,11,manager,it,70731,remote,4,25,67,0,9,0.4,good,231,2,0,5.4,0
57,other,master's,single,9,manager,marketing,53908,on-site,2,14,55,1,46,0.49,good,162,19,47,3.5,1
41,male,bachelor's,married,8,manager,sales,41352,remote,2,20,92,0,19,0.35,average,276,17,35,7.5,0
22,male,bachelor's,married,8,sales,sales,78301,hybrid,5,16,98,0,37,0.4,average,210,3,32,4.5,0
29,male,master's,single,8,developer,sales,123871,on-site,5,46,93,0,32,0.48,good,174,10,48,7.5,1
37,female,bachelor's,married,14,developer,sales,53916,on-site,4,19,57,0,49,0.93,average,195,4,10,8.0,0
35,female,bachelor's,single,9,developer,it,124681,on-site,3,47,72,0,28,0.53,good,184,15,31,2.9,0
33,male,bachelor's,married,3,developer,sales,34455,on-site,2,7,36,0,38,0.43,good,285,2,20,1.6,0
44,male,bachelor's,married,3,analyst,marketing,89815,hybrid,4,6,4,0,5,0.05,poor,210,15,36,3.6,0
36,male,phd,married,13,developer,it,67878,on-site,1,0,17,0,45,0.15,good,258,9,18,5.6,0
49,female,high school,single,13,developer,sales,131429,remote,5,2,32,0,12,0.76,poor,164,16,44,9.7,0
55,female,master's,single,9,analyst,hr,67530,remote,2,37,12,0,33,0.96,average,233,7,22,8.2,0
23,male,high school,married,6,analyst,it,48766,remote,3,37,32,0,41,0.38,good,245,8,44,3.1,1
53,male,bachelor's,single,12,developer,marketing,125106,on-site,3,33,39,0,11,0.96,poor,240,14,15,8.5,0
44,male,high school,single,2,manager,it,110476,on-site,1,30,65,0,20,0.33,average,256,9,29,3.0,0
43,male,master's,single,9,developer,it,134542,on-site,5,7,11,0,5,0.95,average,187,18,30,2.8,0
46,female,high school,married,2,analyst,marketing,145002,on-site,5,24,92,0,7,0.61,good,162,11,1,3.5,0
43,male,bachelor's,single,3,analyst,sales,38679,on-site,4,27,92,0,26,0.03,good,271,19,17,4.2,1
43,male,bachelor's,divorced,10,developer,it,141990,on-site,1,24,46,0,17,0.08,good,218,1,44,4.4,0
27,male,high school,married,5,developer,it,90279,on-site,3,0,47,1,32,0.98,average,289,5,8,1.4,0
36,female,master's,single,0,analyst,marketing,43329,on-site,3,15,22,0,21,0.31,good,296,3,13,6.1,1
58,female,bachelor's,married,10,sales,it,94151,on-site,1,2,39,0,5,0.01,good,261,8,6,9.7,0
54,male,bachelor's,single,13,sales,hr,69740,remote,1,42,4,0,41,0.08,average,170,2,24,8.6,0
29,male,bachelor's,married,2,developer,it,111894,remote,3,47,35,0,38,0.53,good,252,6,9,6.4,0
26,male,bachelor's,married,11,developer,marketing,57260,remote,1,36,30,1,16,0.23,good,216,3,3,8.2,0
25,male,bachelor's,married,14,developer,sales,94373,remote,1,47,22,0,6,0.75,poor,208,10,34,7.9,0
27,male,high school,married,14,analyst,hr,61672,on-site,5,13,15,0,1,0.88,good,223,2,28,3.4,1
53,female,bachelor's,single,4,sales,sales,115803,remote,1,13,71,0,41,0.36,poor,243,6,12,3.7,0
51,female,bachelor's,divorced,10,analyst,marketing,71646,on-site,3,41,8,0,14,0.7,average,156,7,14,7.8,1
56,female,bachelor's,married,14,manager,marketing,113911,on-site,2,48,53,0,40,0.72,average,273,1,13,1.7,0
37,male,master's,single,3,sales,sales,65695,on-site,3,48,65,0,39,0.47,average,230,4,21,9.1,0
34,female,master's,single,7,analyst,sales,47828,on-site,5,39,17,0,30,0.26,good,155,1,8,9.0,0
51,female,bachelor's,single,8,developer,it,75092,on-site,1,14,46,0,9,0.76,good,151,8,43,5.3,1
40,male,bachelor's,single,7,analyst,it,105692,hybrid,3,22,82,0,43,0.05,average,284,16,24,7.3,1
38,male,master's,married,10,sales,sales,60439,remote,4,1,36,0,2,0.08,good,250,0,2,2.0,0
40,male,master's,single,10,developer,sales,33019,on-site,2,27,39,0,0,0.12,good,162,4,40,5.9,0
49,male,bachelor's,divorced,8,sales,marketing,119459,remote,3,42,71,1,39,0.32,average,165,4,8,9.7,0
47,male,master's,single,13,sales,it,50348,remote,1,38,80,1,17,0.3,poor,258,15,41,9.4,0
58,female,master's,single,14,manager,sales,80664,on-site,5,10,68,0,43,0.32,average,294,5,26,2.9,0
47,male,bachelor's,single,13,analyst,sales,136394,remote,2,26,71,0,40,0.1,good,157,10,17,7.2,0
44,female,bachelor's,single,13,developer,sales,78430,hybrid,4,21,73,0,5,0.42,good,208,2,18,4.0,0
30,male,master's,married,7,developer,it,127838,on-site,4,13,2,0,39,0.48,poor,241,16,49,4.8,0
33,female,bachelor's,married,9,analyst,sales,71983,remote,1,16,66,0,23,0.88,average,161,13,2,8.0,0
22,male,master's,single,12,sales,it,31950,remote,4,38,94,0,9,0.93,average,236,3,28,9.3,0
22,female,master's,married,0,analyst,sales,52732,remote,2,1,90,0,36,0.33,average,297,1,14,3.3,1
55,male,master's,married,6,developer,sales,81470,hybrid,4,29,91,0,7,0.96,average,259,15,35,8.6,0
53,male,bachelor's,married,13,developer,hr,77285,on-site,1,28,37,0,24,0.48,average,214,17,38,9.4,0
46,female,high school,married,8,developer,sales,31732,remote,4,38,99,0,41,0.84,good,154,8,36,7.4,0
22,male,high school,married,0,analyst,marketing,85081,remote,5,49,26,0,2,0.01,good,223,8,3,4.4,0
37,female,master's,married,9,manager,it,63398,on-site,2,19,15,0,22,0.08,excellent,260,18,45,7.5,0
26,female,master's,single,0,analyst,sales,73288,remote,1,31,14,0,24,0.42,average,295,1,5,7.2,0
43,male,bachelor's,single,9,analyst,it,65851,hybrid,1,0,71,0,49,0.4,average,188,13,36,7.0,0
50,male,high school,married,12,analyst,sales,36128,on-site,5,34,48,0,38,0.46,good,221,9,8,9.9,0
24,female,master's,married,1,developer,hr,107064,hybrid,1,20,27,0,8,0.26,average,284,12,16,4.9,0
33,male,phd,married,12,analyst,hr,110508,on-site,3,5,78,0,6,0.58,good,298,2,41,2.1,1
47,female,bachelor's,divorced,4,analyst,sales,94345,on-site,1,18,59,0,31,0.74,average,273,15,30,2.8,0
37,female,bachelor's,single,12,sales,hr,69204,on-site,4,34,23,0,21,0.13,average,150,12,19,8.1,0
58,male,master's,married,11,developer,it,101816,hybrid,1,15,68,0,7,0.55,good,163,2,49,5.3,0
43,male,master's,married,7,manager,marketing,75252,remote,2,12,69,0,15,0.24,average,182,4,27,2.0,0
50,female,phd,married,12,developer,sales,56294,on-site,1,13,59,0,42,0.89,average,164,6,2,1.3,1
35,male,high school,married,7,sales,sales,117853,remote,2,9,54,1,24,0.91,good,199,9,49,4.8,1
49,male,bachelor's,single,9,sales,sales,103640,on-site,5,12,4,1,21,0.71,average,162,5,44,7.8,0
26,male,bachelor's,single,3,developer,sales,117134,remote,3,31,24,0,46,0.17,good,231,8,20,2.7,0
51,female,master's,divorced,6,developer,it,98843,on-site,4,29,39,0,26,0.95,average,182,10,4,1.2,0
26,male,master's,single,6,analyst,it,94100,on-site,3,5,6,0,13,0.74,average,215,5,4,9.7,1
33,male,phd,married,8,developer,it,50486,remote,3,12,30,0,48,0.1,good,278,14,22,2.2,0
37,female,bachelor's,married,14,developer,hr,36532,on-site,5,17,60,0,14,0.58,average,193,19,11,2.7,0
47,male,master's,single,8,analyst,it,72931,remote,1,17,2,1,35,0.62,good,251,9,25,6.9,0
47,male,bachelor's,married,2,analyst,sales,53676,remote,3,22,51,0,12,0.59,average,247,5,19,4.7,1
42,other,bachelor's,married,12,analyst,it,127488,on-site,4,35,81,0,23,0.54,average,235,8,1,9.3,0
57,female,bachelor's,divorced,14,developer,sales,75732,remote,2,27,63,0,3,0.07,average,212,18,18,9.5,0
54,female,master's,single,10,analyst,sales,44139,on-site,5,48,92,1,20,0.2,poor,293,7,4,7.1,0
51,male,phd,married,7,developer,it,104714,on-site,5,5,64,0,26,0.93,poor,296,0,17,4.9,0
58,female,bachelor's,married,4,developer,it,145200,remote,3,15,55,0,30,0.77,poor,183,19,20,2.5,0
44,male,high school,divorced,14,analyst,sales,39721,remote,1,24,28,0,18,0.57,average,164,18,5,1.8,0
31,male,master's,divorced,4,sales,sales,144304,remote,3,11,58,0,17,0.58,average,201,9,49,7.2,0
26,male,bachelor's,married,7,analyst,sales,145405,remote,2,41,39,0,42,0.3,average,195,4,48,1.1,1
57,male,phd,single,14,manager,it,61220,hybrid,3,27,32,0,5,0.32,average,241,6,12,6.6,0
55,female,bachelor's,single,5,manager,marketing,118507,on-site,1,28,87,0,9,0.13,average,263,4,27,5.9,0
52,male,high school,married,9,analyst,sales,124683,on-site,5,26,34,0,7,0.93,good,218,6,7,4.3,1
31,female,bachelor's,married,9,analyst,it,41048,on-site,4,12,70,0,19,0.66,average,185,10,26,1.6,0
40,female,high school,married,0,developer,hr,49904,remote,5,15,96,0,3,0.27,good,244,11,49,10.0,0
53,female,bachelor's,single,3,developer,sales,88247,remote,1,21,67,0,3,0.71,average,163,12,12,7.5,0
22,male,high school,married,8,developer,it,39196,on-site,5,19,34,0,10,0.85,average,238,19,27,7.4,1
26,female,bachelor's,single,4,developer,marketing,30040,on-site,3,32,33,0,7,0.7,average,153,4,41,7.6,0
25,male,high school,married,13,analyst,sales,87262,on-site,3,6,73,0,18,0.28,average,187,18,28,7.9,0
37,male,phd,single,3,analyst,it,93866,on-site,3,35,73,0,32,0.22,average,256,6,0,1.6,0
45,other,bachelor's,divorced,10,developer,marketing,85146,on-site,3,43,19,0,20,0.11,good,189,3,13,2.1,0
37,male,bachelor's,single,12,developer,hr,99465,on-site,1,8,43,0,16,0.4,average,156,2,9,6.1,0
23,male,master's,married,9,analyst,hr,117971,remote,2,10,80,0,37,0.93,poor,234,18,20,3.5,0
49,female,bachelor's,single,0,sales,sales,98711,remote,3,24,40,0,20,0.2,average,273,15,44,8.9,0
53,male,bachelor's,married,8,developer,sales,77468,remote,5,32,76,0,47,0.48,average,205,4,41,9.7,0
48,female,master's,married,7,developer,hr,68128,remote,1,41,6,0,10,0.01,average,256,9,26,7.9,0
41,male,master's,divorced,2,developer,it,66099,on-site,1,46,93,0,24,0.84,average,286,8,38,1.6,1
45,male,master's,single,8,analyst,hr,94681,remote,4,19,21,0,47,0.62,poor,284,0,20,5.3,0
33,male,bachelor's,single,0,developer,hr,140849,on-site,3,33,10,1,43,0.32,good,218,18,16,5.2,0
56,male,master's,married,14,analyst,sales,78377,on-site,5,24,12,0,0,0.13,average,267,5,27,5.6,0
54,male,bachelor's,single,3,developer,sales,71949,on-site,2,49,22,0,43,0.63,average,188,1,45,7.1,0
54,female,bachelor's,single,4,analyst,sales,134238,on-site,2,43,73,0,22,0.54,poor,284,18,29,2.1,0
58,female,master's,married,3,manager,hr,125123,on-site,5,14,27,0,2,0.98,average,245,7,26,7.2,0
33,female,bachelor's,married,3,analyst,hr,50509,on-site,1,26,16,0,17,0.47,average,285,5,19,8.2,0
24,male,master's,single,8,analyst,it,55681,remote,5,49,46,0,11,0.16,poor,155,4,35,3.0,0
22,female,high school,single,14,manager,it,69197,remote,4,32,93,0,42,0.85,poor,253,5,38,5.0,1
54,female,bachelor's,married,4,developer,sales,79506,on-site,1,30,21,0,5,0.89,average,254,9,31,1.4,0
31,female,master's,married,0,analyst,it,78384,on-site,4,14,48,0,18,0.1,poor,262,4,42,1.7,0
50,male,bachelor's,single,13,analyst,it,72297,remote,2,12,39,0,7,0.83,average,211,11,4,5.4,0
34,female,master's,single,6,developer,it,31858,on-site,3,40,83,0,11,0.26,good,231,9,47,8.4,0
33,female,phd,married,5,developer,it,87878,on-site,4,15,5,0,22,0.54,average,193,0,40,3.3,0
52,male,master's,single,14,manager,it,41258,on-site,5,29,81,0,7,0.59,average,264,15,34,5.9,1
23,female,bachelor's,married,8,developer,it,141532,remote,3,16,94,0,3,0.9,good,209,10,48,1.9,0
56,male,bachelor's,married,3,analyst,it,127511,remote,2,17,25,0,37,0.16,average,216,0,38,8.0,0
44,female,master's,married,13,developer,it,44640,on-site,5,20,46,0,5,0.02,excellent,218,15,21,9.6,0
38,female,master's,divorced,9,developer,it,144940,on-site,4,31,65,1,26,0.6,average,168,2,8,3.9,1
47,female,bachelor's,single,5,manager,it,89311,on-site,5,11,44,0,21,0.63,average,165,8,41,8.9,1
29,male,phd,single,9,analyst,sales,117614,on-site,3,0,30,0,20,0.97,excellent,173,2,11,1.7,0
50,male,bachelor's,married,6,developer,it,125023,on-site,5,12,49,0,8,0.1,average,217,0,15,3.5,0
47,female,phd,married,3,manager,sales,86363,on-site,4,7,12,1,3,0.41,poor,249,19,8,5.6,0
31,male,high school,single,11,developer,it,41826,on-site,1,43,37,0,28,0.71,average,234,15,17,5.0,0
47,male,high school,single,8,manager,it,102893,on-site,2,48,98,0,43,0.56,average,214,15,49,2.7,0
55,female,bachelor's,single,12,manager,hr,57375,on-site,2,40,24,0,14,0.95,good,296,11,29,8.3,0
28,male,bachelor's,single,13,manager,hr,54270,remote,3,13,95,0,28,0.09,good,172,16,2,2.6,1
25,male,master's,married,0,developer,it,43180,on-site,5,15,28,0,32,0.15,good,180,9,32,3.5,0
32,male,high school,married,0,analyst,it,54015,on-site,5,49,34,0,8,0.61,poor,156,18,27,3.0,0
50,male,phd,married,2,manager,it,141258,hybrid,4,18,27,0,13,0.63,excellent,172,9,15,1.8,1
57,female,bachelor's,single,8,developer,sales,42767,on-site,2,9,82,0,36,0.47,good,225,15,27,3.0,1
46,female,bachelor's,single,4,analyst,it,81809,on-site,2,30,18,0,22,0.74,good,265,16,24,3.3,1
42,female,bachelor's,single,0,analyst,it,93544,on-site,3,35,6,0,28,0.33,average,179,9,38,2.9,0
57,female,bachelor's,single,11,manager,sales,90585,on-site,2,2,48,0,26,0.27,average,188,8,40,1.0,0
31,female,high school,single,4,sales,it,51259,on-site,4,1,82,0,5,0.19,average,164,19,29,7.4,1
58,female,high school,single,5,developer,it,121601,on-site,4,36,71,0,2,0.61,average,182,5,34,5.7,0
30,male,master's,married,3,developer,it,141441,on-site,2,17,13,0,38,0.8,good,243,13,25,5.8,0
45,female,high school,married,6,manager,it,51051,hybrid,3,13,98,0,6,0.03,average,239,4,41,5.7,0
56,male,bachelor's,single,10,developer,it,143215,on-site,4,1,7,0,46,0.16,good,251,6,43,6.2,0
56,female,master's,divorced,2,developer,marketing,104499,remote,3,23,99,0,25,0.85,poor,172,6,4,4.0,0
57,female,high school,married,4,analyst,sales,95213,remote,5,1,65,1,10,0.02,poor,259,14,34,6.9,0
39,male,bachelor's,divorced,5,analyst,hr,53468,hybrid,2,23,63,0,18,0.04,average,207,12,28,9.0,0
53,female,high school,married,6,developer,hr,92524,on-site,5,13,92,0,18,0.52,good,154,5,12,2.4,0
45,male,bachelor's,married,9,manager,hr,32601,hybrid,5,0,23,0,49,0.37,good,291,9,45,8.3,0
44,female,bachelor's,married,14,developer,hr,61663,remote,2,45,14,0,13,0.77,poor,156,13,25,9.6,1
53,male,high school,single,1,analyst,sales,49475,on-site,5,10,71,0,4,0.65,poor,232,10,8,3.5,0
58,female,master's,married,4,developer,hr,104863,remote,2,14,2,0,19,0.19,poor,152,4,33,4.5,0
33,male,master's,married,12,manager,it,79875,on-site,3,7,10,0,8,0.34,good,162,14,19,3.0,0
34,male,high school,married,6,analyst,it,122767,on-site,5,28,70,0,49,0.09,average,226,7,23,9.7,0
44,male,phd,married,6,developer,marketing,140099,on-site,5,29,38,0,10,0.09,average,280,11,45,2.9,0
46,male,bachelor's,married,11,sales,it,31039,on-site,4,41,4,0,32,0.98,good,207,9,49,6.0,1
56,male,high school,married,2,sales,sales,81706,remote,5,24,20,0,12,0.04,average,267,12,49,8.8,0
51,female,high school,single,7,analyst,sales,123240,on-site,1,2,21,0,42,0.18,good,206,8,32,2.6,0
38,male,bachelor's,married,12,manager,hr,33346,remote,5,49,95,0,40,0.4,average,272,13,37,8.7,0
41,male,bachelor's,married,0,developer,it,53262,on-site,5,0,37,0,3,0.59,good,237,16,46,2.6,0
46,male,bachelor's,married,3,analyst,it,41276,on-site,4,26,6,0,35,0.95,poor,222,2,17,5.4,0
43,female,master's,married,2,developer,hr,103462,remote,1,23,89,0,41,0.39,average,240,14,9,1.2,0
34,female,master's,single,3,developer,sales,131907,on-site,3,23,90,0,46,0.19,average,201,1,31,6.2,0
40,female,bachelor's,divorced,10,developer,sales,114330,remote,2,39,52,1,27,0.49,poor,151,13,32,5.6,0
57,female,master's,single,8,developer,hr,115323,remote,5,2,52,0,23,0.77,poor,228,16,35,7.4,0
33,male,master's,married,10,manager,it,115424,on-site,3,0,42,0,42,0.26,good,161,6,41,8.4,0
40,male,high school,single,11,developer,sales,31262,on-site,3,6,50,0,0,0.17,good,151,17,16,9.8,0
33,male,bachelor's,married,14,analyst,marketing,84681,on-site,2,21,3,0,18,0.72,good,188,0,13,7.4,0
